,run_name,sum_carbon,sum_target,sum_prediction,mean_target,mean_prediction,mse,rmse,r2
0,benchmark,23717.387722259013,7900.079093356126,4381.777150630951,5.051201466340234,2.8016477945210685,273.9010281637687,16.549955533588864,-0.0729124041894782
1,point_mass,23717.387722259013,21176.903107470433,15714.376218810678,4.3024996154958215,3.192681068429638,417.6789146700783,20.43719439331334,-0.04385202391936183
2,gaussian,23717.387722259013,20753.23678869877,20134.328804881312,4.21642356535936,4.090680374823509,30.90370848923472,5.559110404483322,-0.4700998984208524
3,tree_density,23717.387722259013,20607.327968874528,17304.53199775517,4.186779351660815,3.515752132823074,13.392951260098839,3.6596381323976335,-0.9099088358878862
