,epoch,train_loss,val_loss
0,1,5218.996650695801,458.3702392578125
1,2,5220.5208168029785,458.3702392578125
2,3,5218.339679718018,458.3702392578125
3,4,5218.674062728882,458.3702392578125
4,5,5219.248743057251,458.3702392578125
5,6,5217.30114364624,458.3702392578125
6,7,5219.462608337402,458.3702392578125
7,8,5219.545778274536,458.3702392578125
8,9,5218.660991668701,458.3702392578125
9,10,5217.251947402954,458.3702392578125
10,11,5219.212142944336,458.3702392578125
11,12,5217.897298812866,458.3702392578125
12,13,5217.7767696380615,458.3702392578125
13,14,5217.746282577515,458.3702392578125
14,15,5218.655953407288,458.3702392578125
15,16,5218.993364334106,458.3702392578125
16,17,5218.130601882935,458.3702392578125
17,18,5218.168878555298,458.3702392578125
18,19,5217.454212188721,458.3702392578125
19,20,5216.0239543914795,458.3702392578125
20,21,5217.062719345093,458.3702392578125
21,22,5217.944864273071,458.3702392578125
22,23,5217.605640411377,458.3702392578125
23,24,5218.126430511475,458.3702392578125
24,25,5217.593132019043,458.3702392578125
25,26,5218.0813636779785,458.3702392578125
26,27,5219.303712844849,458.3702392578125
27,28,5218.850921630859,458.3702392578125
28,29,5217.893840789795,458.3702392578125
29,30,5220.277908325195,458.3702392578125
30,31,5219.621416091919,458.3702392578125
31,32,5219.271013259888,458.3702392578125
32,33,5218.087562561035,458.3702392578125
33,34,5218.173810958862,458.3702392578125
34,35,5219.73789024353,458.3702392578125
35,36,5216.062210083008,458.3702392578125
36,37,5217.180225372314,458.3702392578125
37,38,5218.757659912109,458.3702392578125
38,39,5217.817970275879,458.3702392578125
39,40,5218.548595428467,458.3702392578125
40,41,5216.72594833374,458.3702392578125
41,42,5218.321550369263,458.3702392578125
42,43,5217.967872619629,458.3702392578125
43,44,5217.870798110962,458.3702392578125
44,45,5217.5853633880615,458.3702392578125
45,46,5217.3064975738525,458.3702392578125
46,47,5218.78311920166,458.3702392578125
47,48,5217.866365432739,458.3702392578125
48,49,5218.407230377197,458.3702392578125
49,50,5218.205434799194,458.3702392578125
