,epoch,train_loss,val_loss
0,1,2378.5938873291016,805.0216064453125
1,2,536.8404705524445,541.3795166015625
2,3,455.7648321390152,620.7881469726562
3,4,436.15300500392914,496.3318176269531
4,5,418.7094535827637,559.0698852539062
5,6,416.4104651212692,564.453125
6,7,390.3220524787903,511.83734130859375
7,8,382.03046560287476,559.2465209960938
8,9,365.6775360107422,537.3145141601562
9,10,364.07264018058777,502.7768249511719
10,11,351.0345039367676,529.035888671875
11,12,345.498985350132,514.8968505859375
12,13,317.8703148961067,524.3060302734375
13,14,314.1074483990669,426.9585266113281
14,15,299.3789812326431,458.6327209472656
15,16,288.4126772284508,486.9836120605469
16,17,280.34869992733,587.2843017578125
17,18,258.74779468774796,511.22113037109375
18,19,242.834290266037,470.0431213378906
19,20,227.92682999372482,503.41326904296875
20,21,211.81927466392517,448.62249755859375
21,22,203.85978057980537,486.3910217285156
22,23,190.01843917369843,511.19854736328125
23,24,179.63366985321045,537.4633178710938
24,25,169.9952195584774,479.6694030761719
25,26,164.4307028055191,529.4530029296875
26,27,160.21272909641266,449.24456787109375
27,28,144.52688747644424,480.8296813964844
28,29,135.5889414846897,453.81939697265625
29,30,127.00067901611328,475.307861328125
30,31,128.1105907857418,505.852783203125
31,32,113.16381859779358,444.0747375488281
32,33,110.23137485980988,570.675048828125
33,34,100.17567780613899,518.9019775390625
34,35,93.34506356716156,540.8665161132812
35,36,82.1736313700676,458.4555358886719
36,37,75.72547698020935,464.0122985839844
37,38,67.44688068330288,543.9039916992188
38,39,66.3778814226389,465.6309814453125
39,40,57.920602440834045,439.6842956542969
40,41,53.44248400628567,607.9384765625
41,42,47.94025290757418,569.9698486328125
42,43,40.9003027305007,442.99871826171875
43,44,38.29094659537077,488.7039794921875
44,45,35.12647508084774,480.1249694824219
45,46,31.70226525515318,514.3864135742188
46,47,27.03153607994318,526.471923828125
47,48,26.399662416428328,451.59710693359375
48,49,23.91595956683159,472.64874267578125
49,50,20.575195852667093,475.1796569824219
