,epoch,train_loss,val_loss
0,1,6146.072985172272,141.36221313476562
1,2,3994.133292198181,179.49319458007812
2,3,3862.4613387584686,115.46195220947266
3,4,3768.8671786785126,237.87954711914062
4,5,3714.4851865768433,180.9512939453125
5,6,3598.742500066757,253.55699157714844
6,7,3608.6375784873962,238.34542846679688
7,8,3505.756531238556,165.7388153076172
8,9,3472.0033571720123,258.08526611328125
9,10,3301.4357566833496,296.6296081542969
10,11,3195.5676617622375,183.6649169921875
11,12,2963.599504709244,360.6893005371094
12,13,2677.235684633255,113.98356628417969
13,14,2392.612848520279,69.48052215576172
14,15,1932.691279411316,271.24920654296875
15,16,1694.1755155324936,100.4646224975586
16,17,1453.9593126773834,114.70162963867188
17,18,1086.2529044151306,109.88192749023438
18,19,877.1261924505234,240.904052734375
19,20,710.0128202438354,265.4782409667969
20,21,559.2247265577316,105.5450439453125
21,22,499.4891188144684,75.98674011230469
22,23,394.44099831581116,150.78964233398438
23,24,329.8163021206856,129.7850799560547
24,25,303.60349279642105,213.22535705566406
25,26,265.6476427912712,122.43437194824219
26,27,232.25139766931534,191.4701690673828
27,28,208.7293804883957,183.12767028808594
28,29,178.68396738171577,165.9014434814453
29,30,162.20303842425346,149.5623321533203
30,31,137.043700248003,160.4005126953125
31,32,124.49503099918365,153.16558837890625
32,33,111.58959141373634,154.68292236328125
33,34,101.32122269272804,172.1458740234375
34,35,95.34247502684593,150.18519592285156
35,36,86.17922402918339,183.12542724609375
36,37,78.72307421267033,149.88677978515625
37,38,70.96939527988434,163.02662658691406
38,39,67.10994693636894,178.49221801757812
39,40,62.37302966415882,187.6283416748047
40,41,60.36197051405907,190.10482788085938
41,42,55.12956029176712,191.54586791992188
42,43,51.109214156866074,170.6601104736328
43,44,45.79580360651016,172.5303497314453
44,45,44.5116927921772,166.45101928710938
45,46,42.73922508955002,181.32290649414062
46,47,37.840486742556095,179.8499755859375
47,48,35.2626481205225,174.0660400390625
48,49,33.57258739322424,176.1693572998047
49,50,31.152769915759563,171.96971130371094
